filterFactor,frame_size,scale_factor,noise_coefficient,avg_relative_abs_err
3,340,220,0.01,49.769875684440514
3,340,230,0.01,33.94776174977741
3,340,240,0.01,20.893176044023406
3,340,250,0.01,48.19118923604293
3,340,260,0.01,26.384693073441312
3,340,270,0.01,31.233324532264792
3,340,280,0.01,339.61441469305953
3,340,290,0.01,107.97222867609837
3,340,300,0.01,71.92712646567202
3,340,310,0.01,21.993620748650752
3,340,320,0.01,51.54623950165882
3,340,330,0.01,52.96351044145948
3,350,10,0.01,0.13438029079386693
3,350,20,0.01,2.3879964348694553
3,350,30,0.01,1.4429058077244914
3,350,40,0.01,6.387966304782883
3,350,50,0.01,130.7851289183039
3,350,60,0.01,5.6227860662667055
3,350,70,0.01,18.0337146259613
3,350,80,0.01,10.376188034751957
3,350,90,0.01,22.23448633778321
3,350,100,0.01,15.30535313036357
3,350,110,0.01,30.63017564102152
3,350,120,0.01,32.14314881418702
3,350,130,0.01,15.071617619879012
3,350,140,0.01,75.60918562477173
3,350,150,0.01,133.98511639649158
3,350,160,0.01,30.258782538311664
3,350,170,0.01,18.996508123264977
3,350,180,0.01,23.481502733666158
3,350,190,0.01,53.13269534188743
3,350,200,0.01,31.078439803004013
3,350,210,0.01,130.22860950101327
3,350,220,0.01,29.030568751235222
3,350,230,0.01,35.31167388698153
3,350,240,0.01,38.68282299330093
3,350,250,0.01,253.500821158564
3,350,260,0.01,33.43065227927305
3,350,270,0.01,116.35516676070868
3,350,280,0.01,399.83555068376137
3,350,290,0.01,1.1240677819520595
3,350,300,0.01,74.59882346046106
3,350,310,0.01,48.187100869578956
3,350,320,0.01,41.466741826751566
3,350,330,0.01,54.76809997459599
3,350,340,0.01,409.56253906884325
3,360,10,0.01,0.31450660988536744
3,360,20,0.01,3.7670275702867877
3,360,30,0.01,4.449086750611036
3,360,40,0.01,2.359121469853814
3,360,50,0.01,17.798180571384208
3,360,60,0.01,26.07975315859717
3,360,70,0.01,137.05285097777082
3,360,80,0.01,27.466602608159302
3,360,90,0.01,12.358906238064348
3,360,100,0.01,29.55197040913194
3,360,110,0.01,2.688371091789899
3,360,120,0.01,41.55089861653422
3,360,130,0.01,4.900089116263706
3,360,140,0.01,22.571251723741153
3,360,150,0.01,73.7396371566886
3,360,160,0.01,27.06947036687203
3,360,170,0.01,78.85952909710228
3,360,180,0.01,18.25878513148155
3,360,190,0.01,25.517069868125134
3,360,200,0.01,44.74801129045988
3,360,210,0.01,15.471833747147308
3,360,220,0.01,15.73148841590764
3,360,230,0.01,35.97155203249396
3,360,240,0.01,843.4708347894942
3,360,250,0.01,34.48436700310062
3,360,260,0.01,28.08052077501901
3,360,270,0.01,20.175042909112648
3,360,280,0.01,82.18974521781671
3,360,290,0.01,266.4559032046596
3,360,300,0.01,43.91767492564764
3,360,310,0.01,142.0699852453554
3,360,320,0.01,75.24788581148181
3,360,330,0.01,614.2619488718979
3,360,340,0.01,8.969702164222044
3,360,350,0.01,159.80258637328427
3,370,10,0.01,13.275930395473535
3,370,20,0.01,0.710005501751603
3,370,30,0.01,2.4477552657693944
3,370,40,0.01,3.4710976921420347
3,370,50,0.01,6.21645584491914
3,370,60,0.01,10.334638600834504
3,370,70,0.01,77.33688182232937
3,370,80,0.01,206.55829742394567
3,370,90,0.01,7.221291485153384
3,370,100,0.01,35.551360964539164
3,370,110,0.01,36.95637536223702
3,370,120,0.01,23.858889975816513
3,370,130,0.01,43.03047446326326
3,370,140,0.01,140.306499486029
3,370,150,0.01,13.711685216069364
3,370,160,0.01,20.87169212054386
3,370,170,0.01,55.559570561110895
3,370,180,0.01,12.01269125470268
3,370,190,0.01,102.80697332733024
3,370,200,0.01,27.582929957222664
3,370,210,0.01,81.46917268901454
3,370,220,0.01,900.1137058225854
3,370,230,0.01,20.720033014899457
3,370,240,0.01,11.497725606996738
3,370,250,0.01,66.55430679016526
3,370,260,0.01,143.14155944232542
3,370,270,0.01,41.68366742506287
3,370,280,0.01,924.7271415208547
3,370,290,0.01,54.00602593357761
3,370,300,0.01,340.18952018733336
3,370,310,0.01,60.78869106203819
3,370,320,0.01,261.7404272443778
3,370,330,0.01,190.75111881894313
3,370,340,0.01,148.18779352877138
3,370,350,0.01,43.43538363677382
3,370,360,0.01,207.07956272382697
3,380,10,0.01,0.26155294809773766
3,380,20,0.01,1.0889854324852248
3,380,30,0.01,6.339657975398143
3,380,40,0.01,2.843605549762288
3,380,50,0.01,8.022109031005714
3,380,60,0.01,51.828475459085276
3,380,70,0.01,70.45392887501312
3,380,80,0.01,22.867163169707524
3,380,90,0.01,97.28403806418116
3,380,100,0.01,15.279667418444335
3,380,110,0.01,72.453725547247
3,380,120,0.01,11.844706623536732
3,380,130,0.01,16.8861063356395
3,380,140,0.01,400.85517666546184
3,380,150,0.01,27.52280663748785
3,380,160,0.01,13.001795327350914
3,380,170,0.01,44.1203707337147
3,380,180,0.01,5.487321386072135
3,380,190,0.01,59.1882774029705
3,380,200,0.01,53.41262929580123
3,380,210,0.01,57.16205720490559
3,380,220,0.01,29.325744258851312
3,380,230,0.01,31.860045029603725
3,380,240,0.01,50.46774178646655
3,380,250,0.01,28.357320104285392
3,380,260,0.01,84.54030050140432
3,380,270,0.01,20.24171767664558
3,380,280,0.01,1.2740025945701026
3,380,290,0.01,54.01631174080709
3,380,300,0.01,62.309705962995736
3,380,310,0.01,23.05945969221604
3,380,320,0.01,165.50811218017967
3,380,330,0.01,80.57186090515069
3,380,340,0.01,153.10977595941236
3,380,350,0.01,130.82532273950778
3,380,360,0.01,18.21104500961598
3,380,370,0.01,0.8839730963158546
3,390,10,0.01,0.19745218818062113
3,390,20,0.01,3.7884304375689517
3,390,30,0.01,1.3745521283969893
3,390,40,0.01,4.046569312061075
3,390,50,0.01,61.93473109408121
3,390,60,0.01,251.5430252416053
3,390,70,0.01,18.890807758172013
3,390,80,0.01,33.968189967605234
3,390,90,0.01,130.1139129929546
3,390,100,0.01,91.48816667654741
3,390,110,0.01,14.207858123592734
3,390,120,0.01,6.42555137466026
3,390,130,0.01,46.92547142197284
3,390,140,0.01,295.23044947383465
3,390,150,0.01,74.90024337214261
3,390,160,0.01,138.8598904485215
3,390,170,0.01,79.25945334926443
3,390,180,0.01,36.80905708250635
3,390,190,0.01,92.90281353138248
3,390,200,0.01,18.363593332810712
3,390,210,0.01,87.72495283134121
3,390,220,0.01,50.48802361688788
3,390,230,0.01,309.33995751059075
3,390,240,0.01,293.81679670750935
3,390,250,0.01,14.144906902829852
3,390,260,0.01,45.06979598228259
3,390,270,0.01,14.31097474960095
3,390,280,0.01,3.62304724202073
3,390,290,0.01,558.2813080171888
3,390,300,0.01,61.22043043276444
3,390,310,0.01,15.619202474478769
3,390,320,0.01,37.254614430424596
3,390,330,0.01,889.1456769725984
3,390,340,0.01,49.974575057427195
3,390,350,0.01,128.05168544046944
3,390,360,0.01,50.31410319090944
3,390,370,0.01,36.48103305498892
3,390,380,0.01,158.64968657772604
3,400,10,0.01,0.2266138758088101
3,400,20,0.01,1.077088418724847
3,400,30,0.01,47.40868434707184
3,400,40,0.01,0.5476095493380074
3,400,50,0.01,3.9342254182851115
3,400,60,0.01,9.525850841319754
3,400,70,0.01,8.431451963404013
3,400,80,0.01,33.26070086204816
3,400,90,0.01,25.049567878414525
3,400,100,0.01,22.775664718511692
3,400,110,0.01,34.61147738353174
3,400,120,0.01,11.171616329332416
3,400,130,0.01,460.1428727519096
3,400,140,0.01,13.080070414199227
3,400,150,0.01,18.362543878323937
3,400,160,0.01,60.281857806326975
3,400,170,0.01,103.7411212007997
3,400,180,0.01,45.163431655750536
3,400,190,0.01,6.547336796461757
3,400,200,0.01,122.60193776793746
3,400,210,0.01,264.69958510414585
3,400,220,0.01,31.449437478628116
3,400,230,0.01,37.916041011743005
3,400,240,0.01,47.339044927822236
3,400,250,0.01,28.424887949445267
3,400,260,0.01,44.05573291263122
3,400,270,0.01,142.54631471326385
